,product_name,product_review,user_rating
256,Very Hazy,'Peaches and cream-It has the fragrant peach notes while also being light- Abv is hidden and it has that bubblegum character of Tree House NEIPAs that brings waves of soft and juicy hop flavors and aromas.',4.71
257,Very Hazy,"'16oz can, dated 09.11.19, poured into a Tree House snifter glass. Enjoyed on 9.21.19, reviewed from Tasting Journal.', '', 'The beer pours a super hazy and turbid golden color, bright with lemon hues and a finger of white head, moderate retention and excellent lacing. The aroma is incredible, huge burst of peach nectar, juicy valencia orange, mango puree, light pineapple, super floral and inviting with some more bitter pine and soft dough with a sweet yeast. The flavors are just as great, oozing with juicy hops, soft sweet peach with snappy orange, mango and pineapple with a more pronounced grassiness, bitter pine, weedy and dank with just a kiss of yeast and grain. The mouthfeel is great, coating, lively yet creamy with an easy medium body and a mellow but dry finish.', '', ""Verdict: An incredible IPA from Tree House. Just bursting with delicious hops and yet it doesn't become too sweet or too raw, it just hits the mark in every way. Stunning beer.""",4.76
258,Very Hazy,"""Pale Hazy color. Smell is absolutely amazing - full of passion fruit and citrus. Some bitterness and a great long lasting beer head that's white in color.""",4.77
259,Very Hazy,"'16oz can poured into a snifter.', '', 'A: Dull golden color, completely opaque with haze. Two fingers of bone white head retain very well. Webby lacing.', '', 'S: Potent stone fruit aroma. Tons of peach and star fruit. White grapefruit, candied lemon, melon rind. Doughy and yeasty underneath.', '', 'T: Fruit cup. Lots of pineapple and pear. Star fruit, peach, sugared white grapefruit, candied lemon, kiwi and melon. Pina colada. Hops also showcase a green and spicy dimension, with some modest bitterness. Malt base throws in notes of dough, nougat, and confectioners sugar. Just the slightest brush of alcohol comes through as it warms. Finish is long and tropical.', '', 'M: Full bodied with a very soft and pillowy creaminess. Carbonation prickles pleasantly at the tip of the tongue. Just a slight sense of hop astringency on the tooth enamel. So soft and smooth. This is one of the best mouthfeels I’ve experienced in the style.', '', 'O: I try to be as objective as I can in my reviews, and for the most part I think I succeed. There are some Tree House beers that I find to be just ok, and I’ve rated them accordingly. I’m not one to let hype influence a rating. That said, this is one of those rare beers in which my objective rating does happen to coincide with the hype. This is as good as the hazy IPA style gets. Tree House nails the style like few other brewers can, and even in their deep and accomplished lineup of great hazy IPAs, this one stands out. To me, this beer, Doppelgänger, and King Julius are the best of the style that they make, and some of the best of the style, period.'",4.68
260,Very Hazy,"'Blown away by this beer. Hazy orange juice in appearance with a lingering lacey head. Aromas of tangerine, sappy citrus and pine, lemon, and caramel candy.', 'Taste is so juicy, orange and grapefruit, a chewy mouthfeel with a silkiness that belies it’s strength. A tinge of bitterness with grapefruit pith. Tons of intense flavours that are perfectly balanced, this is the good stuff. Wow! Incredible'",4.87
261,Very Hazy,"'A: The beer is very hazy cloudy yellow in color. It poured with a short white head.', 'S: Strong aromas of grapefruit and currants are present in the nose.', 'T: The taste has flavors of currants along with notes of grapefruit.', 'M: It feel medium-bodied and very juicy on the palate with a moderate amount of carbonation.', 'O: I really liked the juicy, juicy, juicy nature of the mouthfeel.', '', 'Serving type: can'",4.71
262,Very Hazy,'Very cloudy dark straw appearance with nice white head that dissipates slowly. Aroma is a very pleasant grapefruit. Taste is also a very pleasant and smooth grapefruit.',4.75
263,Very Hazy,'Haze has always been my favorite Treehouse beer. I finally got some Very Hazy and I can say without reservation it is the most delicious IPA I have ever had the pleasure of tasting!',5
264,Very Hazy,"'Canned on 9/11. Poured to Glass on 9/24. One can only per person on 9/20 ! But I was lucky.', 'A:Hazy light Orange. Finger of the clouds.', 'S: Strong sweet and fruity, like mango aromas.', 'T: Fluffy, creamy but smooth balance of tastes. Bomb of tropical fruits notes with great harmony with Hops bitterness.', 'M:Medium body, light Carbo.Felt like a smoothie or nectar but easy to drink. No stickiness.', 'O: Great DIPA. Like a lot. Never felt 8.6% alcohol existence.', 'ABV: 8.6%'",4.76
265,Very Hazy,"'My work schedule allowed that I was near Worcester and i finished many meeting at 10:30 and I could manage a visit to treeHouse. Pulled in to the lot at 11:15 and was out of there by plenty of variety including Very Hazy, a top 10 Beer Advocate beer.', '', 'The reviews state it is “a kicked up version of Haze-with even greater depth and potency. Pungent grapefruit notes greet your palate while an underlying current of soft tropical fruit dances in the background. Just the right amount of bitterness balances the sweet fruit flavors while a velvety soft mouthfeel make you easily (and dangerously!) forget this one clocks in at 8.6% ABV.”', '', 'Canned 9/11/19', '', '“Never Forget”', '', 'Opened and poured into a Treehouse teku glass', '', 'Two finger off white foam cap , great lacings, recedes to a solid pencil thin layer after ten minutes residing over a classic New England IPA style hazy orange .', '', 'Very fragrant on the pour. My sitting next to me by the pool states, “ i can smell that beer.” I get grapefruit with a whiff of peach and some tropics.', '', 'Taste is tropical fruit hops', '', 'Mouthfeel is very smooth , no nibble, no bite, for a high abv, quaffably dangerous.', '', 'Excellent beer, repeatable , worth the long wait in line for one can of this beer. My new #2 all time beer'",4.78
266,Very Hazy,'Peaches and mangos for days. Aroma is dried mango and peach rings. Taste follows. Peach flavor is dominant throughout. Starts with That peach ring that transitions into honey mango. There is balancing green mango and grapefruit pith bitterness to counteract the sweet fruit flavors. it finishes dry with pith and on the long the peach remains. Overall a great showcase of what TH does',5
267,Very Hazy,"'Canned 07/10/19, 11:16:30, ""PEACHES & CREAM"".', '', 'Poured into my gold-rimmed Tree House teku glass. Awesome opaque golden haze. The head is soft and white, rising to about a half finger above the body of the beer. Fizzy carbonation rises quickly, but not quick enough to counteract the quickly falling bubbles. The lacing is essentially non-existent, struggling to cling for even a brief moment to the inside of the glass.', '', 'The nose is a symphony of tropical fruit, all perfectly balanced. Present aromas of mango, peach, pineapple, and guava. As it has some time to open up a bit further, an added level of complexity emerges as aromas of cantaloupe & sugar-coated grapefruit join the party.', '', ""Peach and mango lead the way on the palate, foreshadowing an even further abundance of tropical fruits. The grapefruit really comes out as well, sweet and candied. This component helps to compliment the underlying hops, which have a dank, pithy quality that I can't imagine how green they were when this was first canned. There's an underlying malt that adds an extra layer, and trails on the palate along with lingering notes of honeydew melon and pineapple."", '', 'Smooth as hell, with a low but medium-sharp carbonation. Pillowy mouthfeel, with a creamy linger that piggybacks on a warm booziness on the tail that was really the only reminder up to this point that this bad boy rings in at 8.6%. Small traces of residual stickiness, but the feel on this was nothing short of what I expected from a Tree House ""Very"" IPA offering.'",4.91
268,Very Hazy,"""More straw haze than many of the TH pulpy orange juice look but pleasant enough pour with small head formed. In your face smells of big ripe fruit like pineapple and honeydew. Lot's of complex notes on the palate with pineapple returning coupled with grapefruit, straw, more melon and that ever present wet hops. The alcohol is a little more present than I expected or even wanted and that keeps my scoring on the lower side of the spectrum. I've been more impressed with other TH quaffs.""",4.38
269,Very Hazy,"""16 oz can dated 7/10/19. Won in charity auction (you don't want to know). Consumed immediately. Three weeks old isn't too bad."", '', 'L: 2F pillowy white head with good retention and a lasting cap and ring. Beer is a bronzey gold.', '', 'S: More tropical than citrus. Lots of mango and pineapple, some grapefruit. Nice amount of earthiness.', '', 'T: A little bit of an inversion a grapefruit takes the lead and mango and pineapple back it up. What seems like caramel malts come in midway as well. Finish is earthy and rainy and only slightly bitter.', '', 'F: Medium bodied, light carbonation. Construction and balance are solid as the flavors are rounded and mellowed and the alcohol is completely hidden.', '', ""O: So this is definitely upper-echelon material here but I wasn't absolutely blown away. Consider that more of a minor nitpick than a major complaint. Get it and try it if you can.""",4.5
270,Very Hazy,"'16oz can. Poured out a very hazy, thick orange color with a small, off-white head of foam. It smelled of pineapple, grapefruit, mango and guava with sweet caramel. So tropical and fruity with toasted caramel and a sharp bitterness.'",4.76
271,Very Hazy,"'16 oz can fresh (can stamped July 10, 2019)', 'poured a dark turbid orange', 'Smelled strongly of ripe tropical fruit', 'Taste followed smell', 'Very creamy mouthfeel', 'Bottom of can was stamped ""Peaches and Cream"" and that probably best describes it.'",4.7
272,Very Hazy,"""I am not as impressed as I thought I would be given the ratings. Honestly, if I had to choose this or Lawson's Finest Sip of Sunshine, I'd pick Lawson's. I guess I was expecting something more robust and strong tasting ... this is as smooth as silk but maybe a bit too fruit cocktail-y for me."", '', ""On first sip, there is zero IPA bite. It has no bitterness and almost undetectable resin taste. The notes which most stand out to me are grapefruit (the pulpy red inner ... not the peel as this isn't bracingly citrus), cantaloupe and honeydew mellon and passion fruit. It's kind of weak flavored but perhaps the smoothness and drinkability is what the fuss is all about. These go down a little too easy for a beer with almost 9% ABV. Seriously ... I'd never believe this was as high by the taste."", '', ""The smell is weak for Treehouse. Once it hits the glass, it's gone. Heady Topper's instructions are to drink from the can to preserve the scent. Maybe this is true here too. The mouthfeel is plush and creamy. Slight white head with a straw yellow/light orange color. You know it's a Treehouse just by looking at it."", '', 'Overall, this is one of those times I wish I was more familiar with trading. I would not go out of my way to purchase this beer but would grab a few cans if available because it would make a great gift. I would take Juice Machine or King Julius all day over this, which is surprising because this rates so much higher.'",4.19
273,Very Hazy,"'TREE HOUSE VERY HAZY DIPA 7/13/19', '', 'Acquired at the brewery two days ago.', '', 'Poured from the 16 oz. can into a Tree House stemmed tulip.', '', 'a; Opaque orange with a half inch thick white head which receded to thin surface foam surrounded by a heavy foam ring and dense lacing.', '', 's; Moderately intense tropical fruit combo.', '', 't; Follows the nose with pervasive strength through the mouth, with slight throat burn, bitterness fades on the dry finish.', '', 'm; Medium, very good body and lots of carbonation tingle.', '', 'o; A DIPA powerhouse with flavor to burn, yet with a balance that makes it easy enough to sip. Hazy has long been one of my favorite TH brews, and this does take it to another level.'",4.63
274,Very Hazy,"'Call me crazy - but my first experience with Very Hazy was not a particularly overwhelming one.', '', 'I love Hazy. It was the first Tree House beer that really blew me away. It has only fairly recently been replaced by Alter Ego as my favorite Tree House IPA - maybe my favorite IPA of all, actually. My expectations for Very Hazy were, thus, pretty high. Add to that the hype factor and the insane ratings on every beer site out there.', '', ""But I didn't find the nose or the taste to be particularly stellar. It has a slightly more complex, layered flavor to it, versus the base beer, but I didn't feel like the overall product had elevated itself above the base. It's sweet and lightly malty, juicy, hazy, and smells nicely floral - but it just doesn't taste as great as Haze."", '', 'Maybe a fresher can would be a different experience - but this one was not at all old.', '', ""So, I don't know. The hype has let me down. I'll try another can and re-review at some point, hopefully. Fingers crossed.""",4.18
275,SR-71,'Wow! Got a bottle of the 2014 a while back and have been sitting on it for awhile. The whisky is there but well hidden. Very sweet. Velvety thick mouthfeel. Nearly perfect!',4.84
276,SR-71,"'Had this when on tap at TG brewery in summer of 2018.', 'Small pour in a small glass.', 'Dark as can be.', 'Thick, it was making big legs in the glass.', 'Smell was BAM!! Deep chocolate and coffee!', 'The taste...oh my gosh, it was so strong I had to share it with my family it was amazing!!! A 5 oz pour was $18!! But so worth it! Epic good! Not sweet like Mornin Delight but still that powerful stout flavor, wow! This is top notch!!!'",4.78
277,SR-71,"'Enjoyed at GAB bottle share', 'Pours a darker thick but small head, decent retention, long legs, pitch black thick soupy stains the glass', '', 'Nose big roasted dark cocoa coffee, heavy syrupy malt, little dried fruit, vanilla, tons of coffee, rich cocoa', '', 'Taste boozy fruity like brandy raisin thing, molasses syrup, roasted malt and coffee, little cocoa fudge, a bit of bourbon and brandy, slight acrid', '', 'Mouth is heavier bod, syrupy thick, little tingly alcohol,', '', 'Overall eh, def not worth the hype'",4.33
278,SR-71,"""Incredible Russian Imperial Stout. Amazing barrel characteristics. Great body. Over all one of the best Barrel Aged Stouts I've had. I must say that I feel like Barrel Aged Dark Lord is just as good or better at a quarter of the price though...""",4.77
279,SR-71,"""I don't know what was up with this, but I didn't find this beer very good at all. It was slightly tart on the finish, which made me think it was going bad in some form. I didn't get much barrel character, thinner mouthfeel and compared to all the other stouts we were enjoying, probably the worst of the night which is crazy. Likely just a bad bottle, but didn't know those existed with this beer. Unfortunate, but rating is as accurate as I can be with it.""",2.61
280,SR-71,"""What an amazing nose that lingers well after I've stopped smelling; supremely luscious body, with the flavors lingering for a while too; the finish is boozy yet controlled, balanced, and well executed.""",4.74
281,SR-71,"'Gold Wax bottle poured into a snifter.', '', 'L: Jet black, no light escaping through.', 'S: Whisky and chocolate.', 'T: Heavy whisky and barrel presence, light chocolate and vanilla flavors.', 'F: Thick as they come. Perfect mouthfeel.', ""O: This beer didn't come close to the hype it receives. It's excellent but drinking next to a 2010 BCS Rare makes you wonder why this beer is valued so much higher.""",4.54
282,SR-71,"'This beer takes everything that is lovely about purple wax Assassin and amplifies it into a sludgy, brownie-batter-dipped-in-whiskey beer. Overall, the flavor profile is akin to Assassin, with bursts of fudge and dark chocolate on the palate, followed by waves of raisiny, dark fruit flavor. The barrel presence is more pronounced, with a woodier, more bourbon-forward profile, but it never delves into the trenches of the dreaded cicerone descriptor of, ""too hot."" The mouthfeel on this beer is virtually unrivaled by any other in the game.', '', 'SR-71 is a special beer. It is not worth 2.5x Assassin 2016, though. This is one of those beers you reach for when you want that elite craft beer experience to celebrate precious moments in time.'",4.88
283,SR-71,"""Pours thick and black, with a thin dark brown head that fades to a dark brown ring around the glass. The aroma is chocolate, vanilla and bourbon. The taste is chocolate, marshmallow, vanilla, lots of barrel, but not boozy. There also seems to be some smokiness on the finish. It's a little on the sweet side, but not overly sweet. The mouthfeel is thick. Overall, this beer is a work of art. Like KBBS, I was worried that it was over-hyped, but, also like KBBS, that is not the case. This beer is as close to perfect as a barrel-aged stout can be.""",4.9
284,SR-71,"'Format: 4 oz pour from Toppling Goliath taproom.', 'L: Dark black, thick motor oil. Very little to no head.', 'S: Boozy bourbon, oak barrel and molasses.', 'T: Cold - Very bourbon forward. Could not taste much else.', 'Warmed up - Flavors really start to open up. Bourbon, molasses, oak, chocolate syrup.', 'F: Thick and syrupy.', 'O: Excellent barrel aged imperial stout. Well worth the price I paid for the 4 oz pour, and I am thankful I had the opportunity to try it.'",4.81
285,SR-71,"'B2 from the bottle, at about 65 degrees.', '', 'L: Jet black. Dark, mocha head. Pours from bottle like motor oil. The beer leaves a dark brown tint and alcohol legs on parts of the glass it touches.', '', 'S: As it pours, smells of marshmallow, chocolate complimented with a little barrel smell. Nothing overpowering. Incredible.', '', 'F: Feels just like it looks. Motor oil in a glass. Coats the tongue like syrup.', '', ""T: Huge, huge marshmallow and fudge flavors. There's barrel, but again, not overpowering. Absolutely fantastic. Near impossible to believe this has no adjuncts.""",5
286,SR-71,"'What is funny about my SR-71 experience is - while I missed the release of 2018, I was able to enjoy the OG bottle the very same day.', '', ""While cool/cold, SR-71 is tasting a bit oxidized. The barrels and quite a bit of chocolate are still present, but the beer tastes a bit dull and stale. As the beer warms, the chocolate turns to fudge, and that oxidization fades quickly. SR-71 is extremely barrel forward, yet still exhibits loads of chocolate and fudge in the nose and taste. It's a delicious beer, and I rate it highly - I think my one experience with it will have to suffice. Given secondary values, I'm fairly sure that I'll never see it again - and that's okay. This one experience has been quite memorable enough.""",5
287,SR-71,"'Drank on 6/11/2018. 11oz pour. Silver wax bottle. This was set out for 25 minutes before drinking while the pour took roughly an hour to consume.', '', 'Look-motor oil thick just like the other TGs. Tons of lacing, especially as more gets drank. Remains continue to coat the sides of the glass. Tiny mocha colored head', '', 'Smell-exactly as expected, dark chocolate, boozy bourbon barrel, hint of vanilla, some oak, a little molasses and caramel', '', 'Taste-follows the nose quite a bit. Tons of barrel and bitter dark chocolate. Really and incredible depth of flavor. Even some toasted caramel, like the top of a crepe brûlée and a hint of tart chocolate covered cherry as it really fully warmed.', '', 'Feel-incredible. The finish is just amazing as these flavors linger around in the best of ways. As much as there is some booze on the nose, there’s no heat whatsoever. Extremely smooth and easy to drink.', '', 'Overall-definitely lives up to the hype. Probably the only time I’ll get a pour like this one again. Absolutely fantastic.'",4.89
288,SR-71,"""2015: 4.9 Best stout I've ever had. Luscious, thick, crazy nose. Like smelling flavors of a good whisky....some heat, then fudge, then caramel, then vanilla. Amazing beer. Aftertaste is of honey and coats your tongue. Certainly sweet but great flavors where the barrel cuts the sweetness of the base stouts. Had side by side with Assassin 14 one time; Killed it. and way better then 2018 SR. I think this beer was a happy accident that they will never recreate."", '', ""2018: 4.14 Different beer. Still thick, still fuggy, weird metallic after taste. Doesn't have the same nose, more of a thick super sweet stout. The fudginess and mouthfeel are the redeeming qualities, but a different beer than 2015. Good stout, but not worth the price and wouldn't even compare to Batch 1.""",4.97
289,SR-71,"'Had this almost a year ago. Was delicious. Great thickness, great mouth feel. Not hot. Great barrel taste. Smell was very nice, bourbon came through great. Great thick body'",5
290,SR-71,"'At the Toppling Goliath new brewery opening. Got a pretty large pour. Dark chocolate, fudge, and bourbon. Overall an amazing beer that I was very fortunate to be able to have.'",5
291,SR-71,"'Prior to tasting, I wanted to hate it. I wanted to love it.', ""It looks perfects, smells nice, nice mouthfeel, and tastes delicious. It may be the bar for a barrel-aged stout. Perfection. Its hard to describe. I'm not wowed, but at the same time its subtle, rounded, and wonderful. I'm going to side by side w 2016 BCBS in a minute."", '...back. My hunch was BCBS was a similar beer from memory. Its not. SR-71 crushes it.'",4.73
292,SR-71,"""Side by side at a killer whalez share, this was incredible.... can't rank anything equal to Bake Kujira but this is definitely in the top beers I've ever had. Huuuuuuuge body - thicker than any body with no adjuncts that I've ever come across, barrel so well integrated into the chocolate-forward base. It's the best non-adjunct stout you will ever come across and was a completely different monster from that of a fresh 2016 Assassin, we had right before this one.""",5
293,SR-71,"""Had this at the Tasting to Sink all Sea Shepherds, at Moeder Lambic cellar, side by side with KBBS '14, MD #2 and yellow wax Assassin"", 'A: Looks exactly like Assassin, pitch black, very thick and sticky, with a decent retention.', 'S: Smell is very similar to Assassin, focused on vanilla and chocolate, with notes of marzipan and dried fruits. At the beginning, I had a hard time differenciating both beers, but as it warmed, it became a little bit boozier, the barrel ageing emphasizing the alcohol content.', 'T: Taste is also very similar, on vanilla, marzipan, chocolate and fudge, but a little less mellowed and with more alcohol and more bitterness on the finish. Also very sweet.', 'M: Thick, almost syrupy. A little bit smoother on the palate than Assassin, but the alcohol kick makes it a little bit less enjoyable than Assassin.', 'O: Very similar to Assassin but a little bit less well integrated which prevents this to being great. Probably my least favorite of the TG stouts, still a very good brew.'",4.49
294,SR-71,'Very similar to Assassin but somehow better. So does this make this beer a 5+? Might need to adjust your rating scale BA to make Ron for a beer this good. Best nonmaple BA bet I have ever had.',5
295,SR-71,"'Brownie, vanilla, marshmallow, roast, and barrel treatment in perfect balance. Viscous but not mucous. This has to be the perfect iteration of this style.'",5
296,SR-71,"'This hits all the right notes. Super thick stout. Sweet, but not crazy sweet. Toppling Goliath has done it again. This is nearly perfect in all aspects. I wish this was widely available.'",4.63
297,SR-71,"""I normally don't rate anything all 5s, but this is hands down the best BA Imperial Stout that I've ever had, adjuncts or no, and side by side with KBBS it blew it out of the water. This beer is phenomenal.""",5
298,SR-71,"""I gave it a 5, a 5, a F'n 5."", '', 'But my friend rated it: ""4.8, and I still got wood.""', '', ""So we settled in the middle and gave it a 4.9. I just hope you don't spend all night with this beer only to ruin Coach Kilmer's perfect season the next day. SR-71 may have been the back up plan to Assassin, but it doesn't want your life.""",4.99
299,SR-71,"'This beer is so thick, leaving layers of oily like substances on the glass. Great smell of bourbon and wood, tastes like vanilla, coffee, chocolate, bourbon, syrup, very smooth and very balanced. Great beer, happy to have tasted this.'",4.76
300,Fundamental Observation,"'2019 Vintage.', '', 'L -- Pitch black in the glass with a finger of handsome medium brown head that dissipates fairly quickly and leaves a small ring of lacing. This stuff looks very thick', ""S -- Vanilla, milk chocolate, fudgy brownie, bourbon, almond, caramel, butterscotch, hint of herbal hop. Smells quite sweet and decadent, akin to a lot of the BA Trillium pastry stouts I've had"", ""T -- 'Liquid brownie batter' is a pretty apt description here. The vanilla and bourbon barrel presence are also quite front and center. Sweet but not overly so, probably saved by the bourbon barrel treatment"", 'F -- Big mouthfeel, minimal carb. Not insanely thick but quite velvety', 'O -- Glad to finally be trying some Bottle Logic offerings. This one is certainly big and boisterous, perhaps not quite worthy of 13th best beer in the world, but I can see how this made waves upon its initial release', '', '90/100'",4.49
301,Fundamental Observation,"'2020 release', 'Pours a dark black with tan head', 'Aroma is straight up bourbon infused brownie batter followed by vanilla and caramelized sugar, and hints of roast and oak.', 'Tastes great, complex mix of chocolate, vanilla, caramel and bourbon, little bit of roast.', 'Mouthfeel was full bodied and silky. Coats your mouth with chocolatey bourbon.', 'Over all one of my favorite BA stouts, its up there for sure. I think its a little over rated given its ranked #7 in its style, but regardless an amazing stout.'",4.49
302,Fundamental Observation,"'2019 release. Picked up a bottle at Hollingshead while visiting Orange on Beer Safari. Can always count on those guys.', 'All in all a bit disappointed. Just didn’t meet the hype for me. ABV of 2019 was down to 13.55% but head was fizzy and lacked any retention, lacing or halo. Beautiful dark brew with ruby/ teak accents to light. Nose was rich; full of dark fruits but only some wood or vanilla. Taste was surprisingly not so much toasty as more on bitter side. High carob dark chocolate. Vanilla bitter was prominent but also had bitter molasses notes. Quite a bit of dark fruit. Body was very bright and sparkly ... not to my liking...when cold but softened nicely as approached room temp.', 'Overall a very good old ale style imperial stout with true natural vanilla flavor. Have been to BL a couple times and have always been impressed with their BA Stouts, Porters.', 'Just had heard that FO was something special and didn’t find it that impressive.'",4.46
303,Fundamental Observation,"'The long awaited imperial from Bottle Logic. Brought to me from CA all the way to Chicago. Strong, brownie batter imperial that has the dark fruit finish at the end. The vanilla co-stars in this stout. It was definitely worth the wait, but probably outside my top 5 imperial HOF.', '', '@firesidewithphil'",4.5
304,Fundamental Observation,'Poured from a 2019 500ml bottle into a snifter. One of the best stouts to have passed through my lips. Outstanding barrel and vanilla in both aroma and flavor.',5
305,Fundamental Observation,"'4.5, 4.75, 5, 4.75, 4.75', '', ""What? I didn't give this an official review? Well I have to buy as many bottles as I can because this is arguable the best beer I have ever tasted. And then I will get into the specifics as to why. Do yourself a favor and get this NOW.""",4.84
306,Fundamental Observation,"'Overall a great BA stout but very strong. Tons of sweet bourbon,', 'Milk chocolate, marshmallows, vanilla, and caramel. Thick full bodied stout. Highly recommended.'",4.57
307,Fundamental Observation,"'Appearance - The beer poured a murky black color with a tan colored head and visible carbonation', '', 'Smell - Vanilla is a parent in the nose, though roasty notes are also present.', '', 'Taste - There was a lot of vanilla present in the initial taste. I heard it described as a poor man’s Handjee; I sort of agree. It is not a sweet, but has a nice body. The aftertaste was vanilla, but not overly sweet.', '', 'Mouthfeel - The beer had a nice thick body, not quite oily.', '', 'Overall - There are so many vanilla stouts, but this one stands apart.'",4.41
308,Fundamental Observation,"'Appearance: Arrives espresso colored with a thin beige cap that fades; leggy, with a few spots', '', 'Smell: Chocolate fudge, caramel and marshmallow, with the coffee and Bourbon tones rounding out the aromatics', '', 'Taste: Chocolate fudge and caramel forward, with hints of vanilla and marshmallow emerging; through the middle, the Bourbon emerges to complement the flavors; some coffee and bitterness peek through, after the swallow, but all the flavors complement one another in the finish', '', 'Mouthfeel: Full bodied and creamy, with moderate carbonation; a hint of warmth in the gullet', '', 'Overall: Bottle Logic really knows how to balance the flavors in its stouts and to keep the booziness in check for such a high ABV recipe'",4.6
309,Fundamental Observation,'Always love this beer. This happens to be 2018. It’s aged nicely and the vanilla is still apparent as well as the chocolate and bourbon oak. 5 stars for sure',4.4
310,Fundamental Observation,"'This one ranks right up there with BCBS Vanilla, and that is saying a lot.', '', '2019 version', '', 'Pours like motor oil and looks like it too.', '', 'Nose is just incredible. Nose is very sweet and dominated by Vanilla, Milk Chocolate, and Bourbon. It is a sign of good things to come.', '', 'Taste follows the nose, and sweet, but not overly sweet. Wow! The Vanilla is the star of the show in this beer, and you can tell right away (even on the nose) that the Vanilla is not artificial or cheap. Taste also is like a brownie batter mixed in with Vanilla, and mouthfeel is nice and chewy. Adding to the enjoyment.', '', 'This beer has a great barrel character, and the even the bourbon barrel used are high quality. This beer uses four roses bourbon barrels, among a few others, and it has a distinctive bourbon flavor (four roses). Overall, an incredibly tasty beer and was fortunate to have tried. Highly recommend to seek this out if your a fan of BCBS Vanilla and shell out the cash, because it is worth it.', '', 'Not sure about aging, because it tastes awesome right now.', '', 'Hands down, one of the best Vanilla stouts out there.'",4.75
311,Fundamental Observation,"'Pours black with a half inch medium brown head, some lively carbonation that can be heard but not seen, an everlasting ring of head with a couple spots of lacing. Smells of bourbon, vanilla and a hint of chocolate. Tastes of amazing bourbon, vanilla, oak, dark chocolate, dark fruits, sweet malt and cocoa. Full bodied, light carbonation, creamy and lush mouth feel, dry finish with a bitter bite.'",4.74
312,Fundamental Observation,"'Bottle at Annual RIS share. Dark black pour with small ring of head.Aroma is sweet, vanilla, brown sugar. Taste brings in coffee, roast malts, whiskey barrel. Strong sticky , sweet.'",4.01
313,Fundamental Observation,"'500ml bottle poured into SP wine stem.', '', 'batch 5 (2019)', '', 'Appearance: black bodied beer with thick cap of medium brown head.', '', 'Smell: Vanilla, bourbon, and oak barrel are the robust aromas. hint of mellow milk chocolate.', '', 'Taste: Ultra smooth and sweet vanilla; quite authentic vanilla note leading the way. Next is the bourbon and its quite nice almost like a caramel forward bourbon. Dry oak compliments the bourbon very well. Dark chocolate and bakers cocoa add a nice moderately bitter flavor to balance the richness of this stout. Finish is dry oak barrel and seems to really balance out the sweetness and richness quite nicely. This stout flavor profile is extremely well balanced and that part of what makes it so great.', '', 'Mouthfeel: full bodied stout with low carbonation levels. This mouthfeel lands somewhere between chewy and motor oil thick. Booze notes are noticeable and appropriate for ABV levels, but are still quite smooth.', '', 'Overall: This reminds me alot of 2010 BCBS vanilla with approximately one year on the bottle. The vanilla and bourbon are so perfectly balanced it is just not even funny. This is my first bottle logic beer and it does not disappoint. I have wanted to try this beer for a long time and it was well worth the wait.'",4.75
314,Fundamental Observation,"'Drank from a 1 pint 0.9 fl. oz./500 ml bottle purchased at BevMo!, West Hollywood, CA', 'Release 2019', 'Served in a snifter', '', 'Review #1800', '', 'Uber thick, pitch black appearance. The viscous, oily looking body was topped by small, finely bubbled, mocha colored crown that quickly dropped to a thin collar. No lacing or head retention whatsoever.', '', 'The nose was amazingly intense and complex. Dark fruits came through big time. Raisins and figs specifically. Sweet but also somewhat savory. Loads of fresh, high quality vanilla bean as well. Definitely not that artificial stuff. The bourbon notes were also really punchy. Fairly oaky. Chocolate fudge was apparent too. As the beer sat, both the bourbon and vanilla notes intensified.', '', 'The flavor profile was interesting but ripping hot. Boozy bourbon notes were front and center. The dark fruits that were so prominent in the aroma were also noticeable here. Plums and raisins came to mind. Malty and robust. Moderately roasty. Some bakers chocolate appeared in the center. More lingering booze and bourbon on the back end and the finish. The alcohol heat lingered long after the swallow.', '', 'Fantastic rich, thick, full bodied mouthfeel. Uber creamy and dense on the palate. The liquid contained a super fine, moderate, tongue blanketing effervescence. After a few sips, the sugars in the beer left a super sticky film on my lips.', '', 'Fundamental Observation is a big, boozy, vanilla-forward imperial stout that drinks much in the vein of BCBS Vanilla. Although this beer might not garner the hype that it once did, it is still fantastic and worth seeking out.'",4.51
315,Fundamental Observation,"'Pours black with a half pinky size dark brown head on draft. Aroma- very fishy tootsie roll,vanilla, chocolate, bourbon. The alcohol hits up front followed by the dessert vanilla and chocolate. Finished with strong bourbon too. Very well balanced. Pretty sweet. But not just vanilla sweetness. mouthfeel is thick and tingly and hot. Overall- fantastic. Very delicious beer. Could drink a lot of this. Well balanced while still being dessert.'",4.77
